,ListingNumber,Term,BorrowerAPR,BorrowerRate,LenderYield,EstimatedEffectiveYield,EstimatedLoss,EstimatedReturn,ProsperRating (numeric),ProsperScore,ListingCategory (numeric),EmploymentStatusDuration,IsBorrowerHomeowner,CurrentlyInGroup,CreditScoreRangeLower,CreditScoreRangeUpper,CurrentCreditLines,OpenCreditLines,TotalCreditLinespast7years,OpenRevolvingAccounts,OpenRevolvingMonthlyPayment,InquiriesLast6Months,TotalInquiries,CurrentDelinquencies,AmountDelinquent,DelinquenciesLast7Years,PublicRecordsLast10Years,PublicRecordsLast12Months,RevolvingCreditBalance,BankcardUtilization,AvailableBankcardCredit,TotalTrades,TradesNeverDelinquent (percentage),TradesOpenedLast6Months,DebtToIncomeRatio,IncomeVerifiable,StatedMonthlyIncome,TotalProsperLoans,TotalProsperPaymentsBilled,OnTimeProsperPayments,ProsperPaymentsLessThanOneMonthLate,ProsperPaymentsOneMonthPlusLate,ProsperPrincipalBorrowed,ProsperPrincipalOutstanding,ScorexChangeAtTimeOfListing,LoanCurrentDaysDelinquent,LoanFirstDefaultedCycleNumber,LoanMonthsSinceOrigination,LoanNumber,LoanOriginalAmount,MonthlyLoanPayment,LP_CustomerPayments,LP_CustomerPrincipalPayments,LP_InterestandFees,LP_ServiceFees,LP_CollectionFees,LP_GrossPrincipalLoss,LP_NetPrincipalLoss,LP_NonPrincipalRecoverypayments,PercentFunded,Recommendations,InvestmentFromFriendsCount,InvestmentFromFriendsAmount,Investors
ListingCategory (numeric),0.12706166865919694,0.004947144326446121,0.13245583482396034,0.1029134877442545,0.10439453357701978,0.10847540665333086,0.0990307909970286,0.09222942897848134,-0.09447404731182338,-0.009717876613464384,1.0,-0.005543690375779126,-0.038224287285897066,-0.15965339481796767,0.10239977997518457,0.10239977997518457,-0.10503548398493717,-0.1066899490233015,-0.038400837650214195,-0.07318416673245778,-0.05952320174674224,-0.07264394139241762,-0.09132475061162278,-0.049935644976459734,0.02220237764349331,0.016949522566673328,-0.006986415806753089,0.0031674479879668527,-0.050052745870785155,-0.0875829522522585,-0.03151694475213188,-0.06543134546977755,-0.02248905575253563,-0.03230252079549409,-0.042754148501972004,-0.04346104751710501,0.0015993092732290257,0.009398082778814378,-0.00035340594016790717,-0.0012297121070519233,0.006146065090566565,0.0026558604565100853,-0.042385901080798774,-0.02138189274356274,-0.02642858874595976,-0.10162945578337677,-0.08156486514348925,-0.19865043431305904,0.12380340300795473,-0.12713005354940252,-0.11826343626074118,-0.06022857534585089,-0.06204983418229682,-0.030450877755773733,0.03418874310671673,0.01983940121396025,-0.054002037042873444,-0.053068166334551484,-0.0277000520184575,-0.01168777602989002,-0.02803148657602975,-0.01896772559982663,-0.013096263332459626,-0.07399587222787245
EmploymentStatusDuration,0.15622353099917233,0.08247590573999251,-0.008588600881412882,-0.019907440371092447,-0.018954461578446172,-0.023314520458826,-0.03916047335205448,-0.036486505848033556,0.03607306145158663,-0.007302108543087256,-0.005543690375779126,1.0,0.17104617028651245,-0.07705659224391109,0.08113410872403372,0.08113410872403372,0.14049285718612048,0.13973036807835126,0.1716519099598525,0.15470179565755243,0.1794350013061631,-0.04802449827664636,-0.04473585377946061,-0.009077576925606274,0.008184689289371792,0.012220717785047557,0.015945064681307852,-0.0039177205577401175,0.11832003716133753,0.08232097753169987,0.05300786276754336,0.218200129297758,0.051294078025870715,0.002881706247958546,-0.011609264724357787,0.030142868176505768,0.06983037448183328,0.06445086875120985,0.06813537964719175,0.06929383315462415,0.003826098884075157,-0.0045794983480428155,0.07975985868313187,0.04914984008174652,-0.026440459945563065,-0.07276768785847118,-0.006327537392255913,-0.17159776867215346,0.15937035932840427,0.09814934720405478,0.08116016139589148,-0.03929058704133831,-0.04527291761965226,-0.00310228420950628,0.0002007651505115563,0.00994974029845372,-0.03622924934762828,-0.035736692924118414,-0.0047896890144324316,0.0009976115861276885,-0.03940367547012523,-0.03143170468687401,-0.02082286549912625,-0.04159671215333076
IsBorrowerHomeowner,0.07674452582524138,0.0853393139840608,-0.13282261789554822,-0.13443056184458177,-0.13299346025973102,-0.11100188479510047,-0.12715104035029928,-0.0861617795878924,0.13647032533237857,0.06443777693052674,-0.038224287285897066,0.17104617028651245,1.0,-0.06278784278930126,0.29351565911228333,0.29351565911228333,0.27829484176435393,0.27903273194213757,0.29358665389139743,0.18891939867840615,0.27059076725017167,0.0068929738237300696,0.06659606619294367,-0.05545370798519458,0.038122258850723886,-0.07079839585274965,-0.08858331457622937,-0.015016121219466296,0.22464924061260652,0.08664085102938184,0.14203902205222463,0.31740576288063443,0.13712167602205672,0.033498511639985386,0.00017742713134985977,0.06410756136915764,0.14005112598400532,0.01949158607190682,0.003520620084022315,0.008302806004704373,-0.02930268435591492,-0.030232808712803018,0.1485006848712855,0.09960743422448967,-0.04468132379005569,-0.04124032880835863,0.03095499965094528,-0.08619574078761584,0.07606755455386705,0.2067866446266607,0.17970314529329168,0.09457151863816317,0.08918598970198675,0.07616819393440612,-0.12364932647805552,-0.0010576588487986184,0.024312614132128072,0.024655482755769707,0.005319574987383214,-0.00569588989549836,-0.009584923090786816,-0.010381983323473162,-0.007612444663043761,0.12509334757345153
CurrentlyInGroup,-0.4396529717006975,-0.14375114078809206,-0.054566785477661965,-0.0019638172098211536,-0.012683166249592077,-0.04802435103051785,0.022090013698993594,0.004943772563941687,-0.012779402683345218,0.03003203475389235,-0.15965339481796767,-0.07705659224391109,-0.06278784278930126,1.0,-0.2951079786713563,-0.2951079786713563,-0.03940553782503501,-0.060217155779783774,-0.04936994122552113,-0.10079925677073721,-0.0921234855451106,0.23822559339297214,0.24889867507988495,0.23244725418744208,0.02312931837762377,0.09896586080099992,0.06907741796870918,0.05387748828568337,-0.031903850408059015,0.004009995062701526,-0.03403841334708411,-0.04375461661019758,-0.1922370931021698,0.07670163384206113,0.07423950688200982,0.030141158749992354,-0.04838809645340078,0.06585182287311571,0.11247980178864452,0.10868912344287616,0.04534261137141193,0.013540233535002128,-0.001707805312454668,-0.08370199758347217,0.1439349235638788,0.24865954015245917,0.04491267098764696,0.48272713148823787,-0.4292109054761823,-0.114241174490845,-0.093558480031019,0.09484790000123064,0.10023662705317926,0.0392861300099473,0.005209459879754198,-0.0448997893414948,0.13227479897321887,0.13048779468987667,0.0616880421467465,0.023309833407635924,0.13334759910931882,0.10020528627383042,0.04690624876056119,0.09433784577796996
CreditScoreRangeLower,0.2693952506526761,0.12626345342508555,-0.4297073220586866,-0.4615666774285071,-0.45435002294709487,-0.44512663375351863,-0.5112628168679659,-0.34623273155804374,0.5488738499269037,0.369603047403269,0.10239977997518457,0.08113410872403372,0.29351565911228333,-0.2951079786713563,1.0,1.0,0.14209179493060997,0.14820983775418428,0.10870652619563541,0.21065946085592738,0.1389895797796099,-0.2621351251849553,-0.2765257301681436,-0.36845004621056243,-0.06584937056994665,-0.2512194266110419,-0.21472582221862596,-0.08344301856732919,0.08884785154365221,-0.4053380468400432,0.45325693113429055,0.14011839102633722,0.46889900184598293,-0.1030504178992336,-0.013168518894302839,-0.06121476446913536,0.10790082346003599,0.019949914481925093,-0.02404842129994645,-0.012846181714894486,-0.07957507857643926,-0.04680633998366399,0.23186318820430646,0.09695441370727041,0.317179597578452,-0.281306401685402,0.02294762105675379,-0.33289399490383326,0.2646661712722232,0.3408744514783809,0.29253204530382054,0.21012454165125255,0.22505751584933997,0.07680985619987052,-0.23797843240065716,0.031212403977709,-0.06105041201546987,-0.060673931121684635,-0.041627049516975566,-0.030432422317189442,-0.035079715260754214,-0.013162309625144484,-0.023008745793154716,0.27134998677368954
CreditScoreRangeUpper,0.2693952506526761,0.12626345342508555,-0.4297073220586866,-0.4615666774285071,-0.45435002294709487,-0.44512663375351863,-0.5112628168679659,-0.34623273155804374,0.5488738499269037,0.369603047403269,0.10239977997518457,0.08113410872403372,0.29351565911228333,-0.2951079786713563,1.0,1.0,0.14209179493060997,0.14820983775418428,0.10870652619563541,0.21065946085592738,0.1389895797796099,-0.2621351251849553,-0.2765257301681436,-0.36845004621056243,-0.06584937056994665,-0.2512194266110419,-0.21472582221862596,-0.08344301856732919,0.08884785154365221,-0.4053380468400432,0.45325693113429055,0.14011839102633722,0.46889900184598293,-0.1030504178992336,-0.013168518894302839,-0.06121476446913536,0.10790082346003599,0.019949914481925093,-0.02404842129994645,-0.012846181714894486,-0.07957507857643926,-0.04680633998366399,0.23186318820430646,0.09695441370727041,0.317179597578452,-0.281306401685402,0.02294762105675379,-0.33289399490383326,0.2646661712722232,0.3408744514783809,0.29253204530382054,0.21012454165125255,0.22505751584933997,0.07680985619987052,-0.23797843240065716,0.031212403977709,-0.06105041201546987,-0.060673931121684635,-0.041627049516975566,-0.030432422317189442,-0.035079715260754214,-0.013162309625144484,-0.023008745793154716,0.27134998677368954
CurrentCreditLines,0.14562069959359628,0.0770721243388801,-0.0934814576261673,-0.0974728011182029,-0.09631824309051021,-0.08947219348057725,-0.10197499438780128,-0.10384774070534233,0.09237705551223627,-0.008497456580140908,-0.10503548398493717,0.14049285718612048,0.27829484176435393,-0.03940553782503501,0.14209179493060997,0.14209179493060997,1.0,0.9604087068966212,0.6275936899721674,0.8526852863579946,0.5451317878650516,0.06966166439928886,0.15080511640760783,-0.16586027788277322,-0.07259018928100776,-0.18039831793527367,-0.16642913839184345,-0.05937943342521767,0.33365632530450073,0.11726377759613803,0.31816512592159396,0.6787885036644224,0.3381033492297954,0.24272549943176824,0.0918780858577864,0.03970540357099358,0.14332922800529876,0.0838852634330803,0.05882153819251676,0.06433861380721063,-0.03219449287337743,-0.0012184576777866417,0.14221022013206996,0.12238575733131697,-0.02526951725019947,-0.0702575144301178,0.03608376714347505,-0.12099774698704051,0.14804275050221713,0.20138332610950974,0.1869216856239856,0.022195429169778826,0.01859711409816882,0.025585112769044613,-0.04884444003726233,0.01601812598404759,-0.006535671539470849,-0.005877530377635348,-0.0020121860960824038,0.008066899632477026,-0.011274267314862123,-0.013339846179503052,-0.009026136811973822,0.03944947631698672
OpenCreditLines,0.19570736127301375,0.09630874584008679,-0.09886049222824231,-0.1059983590079865,-0.10479000923242791,-0.10152871311297598,-0.11762373392237134,-0.12455213732251907,0.10754260156682859,-0.0016089827545172036,-0.1066899490233015,0.13973036807835126,0.27903273194213757,-0.060217155779783774,0.14820983775418428,0.14820983775418428,0.9604087068966212,1.0,0.586731416152889,0.8854483855467236,0.5651447961469657,0.03503558143644483,0.12113187143781148,-0.161928791621923,-0.07043684892835614,-0.18143847014858017,-0.15384748958319094,-0.06254980851671982,0.34274200966337487,0.12275598672688376,0.33172140792984234,0.6356007052082953,0.3497825187247143,0.20704149248381573,0.09021181740688948,0.03288263693259406,0.1430351008291081,0.07200785665183224,0.05651512388165391,0.06359186585998501,-0.04211738378888341,-0.011959737879836466,0.15456066590104456,0.15499415929330046,-0.044325825263927233,-0.08725027218240686,0.027926402420672132,-0.16930841833414093,0.1981345771627414,0.2236810980397164,0.20500986514383876,0.003470933192268923,-0.00048033217250664014,0.015574461330323516,-0.043436386212759935,0.025738227165634207,-0.018996930269302048,-0.017758787052545553,-0.010855650234073722,0.006984151037515842,-0.0211025180907299,-0.018607854912565797,-0.010140513947857293,0.02521096424034689
TotalCreditLinespast7years,0.1303688066564249,0.07652777507006443,0.002513417352464102,-0.005793111196543213,-0.005470025040915728,-0.021227497424470814,-0.028852216565709143,-0.036331493606782374,0.02702217487294859,-0.0372515471374441,-0.038400837650214195,0.1716519099598525,0.29358665389139743,-0.04936994122552113,0.10870652619563541,0.10870652619563541,0.6275936899721674,0.586731416152889,1.0,0.5193350912326516,0.36513869350222083,0.07262889294666568,0.16840175593872814,0.0676006645982879,0.05098352795577303,0.14657419102149633,0.0126693530669132,0.005523971809769023,0.23753047756628032,0.10092423384368153,0.1943603444397815,0.9364824396124785,0.04429381478835201,0.17238093081904748,0.037486138585013505,0.052501724309439515,0.14955212680635788,0.12753376252921642,0.06510106404619961,0.06148421855267507,0.03225002674915057,0.02930892031180238,0.11516862541328349,0.0493493530238218,-0.035210460217269555,-0.0475710084496023,0.014614791445603643,-0.13436378052604792,0.13208814699519622,0.14501220405916138,0.13482898838034393,0.01749197824498852,0.010455188464721906,0.034834669604529744,-0.041498271349843865,-0.0016407840616027847,-0.0038055037143899873,-0.0036856890021359774,0.01194618938130756,-0.001784043850536293,-0.007311052999212509,-0.016086443193190657,-0.0068422250573794,0.008226059443740615
OpenRevolvingAccounts,0.23210881046809656,0.09363651819940813,-0.1102023309840203,-0.12598730952055884,-0.12460929600200649,-0.10996143151065581,-0.1322760452248035,-0.13045698628035016,0.12365184668531329,0.030016687196053958,-0.07318416673245778,0.15470179565755243,0.18891939867840615,-0.10079925677073721,0.21065946085592738,0.21065946085592738,0.8526852863579946,0.8854483855467236,0.5193350912326516,1.0,0.5853797974561562,-0.019802507201476527,0.04438048543785547,-0.1920193119120707,-0.060435025436793896,-0.17927687582590704,-0.1394483818365702,-0.05468754849401401,0.3362773621601862,0.07683612254182746,0.37739262220590747,0.5916034991480031,0.3299032815583448,0.17474719650262346,0.07575332177827229,-0.0013001712987815832,0.11061833667224788,0.03827885552681723,0.020220067142226638,0.028340158517519524,-0.05454154411208256,-0.019915037534078937,0.1314585417356005,0.11737649645536348,-0.03452579760407337,-0.10901947693478665,0.03762842968644905,-0.21349349707207768,0.23229962227386788,0.23312786135183416,0.21692285036036976,0.022116825024062273,0.01907684875931811,0.023935739381003563,-0.06873685446163241,0.02731548300921512,-0.030860769660424368,-0.02998366901032538,-0.013766945859412594,-0.00028499535137368635,-0.011528761395560196,-0.008482934063430793,-0.005227532461379374,0.049840762216754
OpenRevolvingMonthlyPayment,0.1841008366708577,0.08404879172502062,-0.04336543281938462,-0.05562837403934206,-0.05471823122641427,-0.046540587777707636,-0.07208121864736317,-0.06410603440662976,0.059874553119118906,0.010118668736875237,-0.05952320174674224,0.1794350013061631,0.27059076725017167,-0.0921234855451106,0.1389895797796099,0.1389895797796099,0.5451317878650516,0.5651447961469657,0.36513869350222083,0.5853797974561562,1.0,-0.048286836845069084,-0.01934345593467176,-0.16096339332378998,-0.051455276764130274,-0.19138107496346304,-0.1632840677865401,-0.03886334640525153,0.7609607726627793,0.2979283928365806,0.25274169370281346,0.4231598563200938,0.307448430794502,-0.007059496475004865,0.08663537766868258,-0.03274569230807698,0.21540808967196892,0.010783221777896677,0.02012089054505525,0.026735815616936665,-0.04243789454191943,-0.02218529388311788,0.1881431118469635,0.16504554789733278,-0.1107421677270807,-0.06796974609492414,0.017588176709100675,-0.16844890742592983,0.18405938205890904,0.26615449042014194,0.26122148808766366,0.05565059272500625,0.039487239719536965,0.08950578372054306,-0.10786918934142979,0.006630574534479346,0.01616179469252446,0.01635964559001094,0.0036141086196419423,-0.00524470963965514,-0.021470718698031355,-0.012182249626869857,0.0028067090460012806,0.05553428198326249
InquiriesLast6Months,-0.29894148277358856,-0.11356801898915167,0.1461193077096778,0.18381002302390126,0.18048251477226643,0.22129314076516543,0.27975978575821703,0.15350688449623484,-0.26430511791639943,-0.29676185902281965,-0.07264394139241762,-0.04802449827664636,0.0068929738237300696,0.23822559339297214,-0.2621351251849553,-0.2621351251849553,0.06966166439928886,0.03503558143644483,0.07262889294666568,-0.019802507201476527,-0.048286836845069084,1.0,0.7419499251460382,0.15634154075029585,0.02396889595569401,0.09032870321310073,0.08095924590505264,0.048872572205706184,-0.007397492716510076,-0.0325990943466496,-0.0045640397892959695,0.07530747166291527,-0.11988913627049291,0.36544700325195917,0.024435905835451386,0.045767193580032506,0.014853794097021589,-0.00462175129737232,-0.09613139430736514,-0.09814828700695778,-0.001969580867305769,0.0034911924695108726,-0.0248247714519138,-0.020213203480475925,-0.04384764229639732,0.28422407791783655,-0.03331672461007271,0.33296681522246213,-0.2931809071015312,-0.10287834035899694,-0.06383031669776021,0.017710890668707416,0.012657171025942092,0.02815583900238446,0.05506992185371481,-0.05022803170308391,0.18922679044991644,0.18894902104677788,0.06305656952850813,0.012047405839368653,0.04425068480409083,0.0235879372162566,0.022731549876815537,0.013479462404336996
TotalInquiries,-0.2802277992202043,-0.10313240395705352,0.11454640726097183,0.15312874783884267,0.14991519151172278,0.12746887918391087,0.19772964394817616,0.08378080239809889,-0.18870480496541203,-0.21576618057444788,-0.09132475061162278,-0.04473585377946061,0.06659606619294367,0.24889867507988495,-0.2765257301681436,-0.2765257301681436,0.15080511640760783,0.12113187143781148,0.16840175593872814,0.04438048543785547,-0.01934345593467176,0.7419499251460382,1.0,0.1751286457892606,0.03149461648744697,0.11135222956359994,0.10247024690986534,0.05606019725319706,0.006708674400759899,0.017880412494813803,-0.016922505979327866,0.1716653314640544,-0.1279762482826968,0.2605460307131726,0.02856406296911092,0.05053805758047287,0.03648018163074744,0.01913060941913121,-0.0923112266610472,-0.09418841917051221,-0.000984298487104753,-0.0024097520221653436,-0.028438407401986034,-0.009485094083191562,-0.010414222111157086,0.2870212724269659,0.004885885371293593,0.3330754531351598,-0.2759808355471517,-0.07833333152919673,-0.0442911899553824,0.01589447837703587,0.011731788159062808,0.023970975242124822,0.049949622637056865,-0.047206741326470986,0.18743446135454983,0.18736629590519424,0.06598226404063393,0.019360363445345793,0.05481550652188742,0.029127639130335854,0.0233515442841709,0.026334108424918047
CurrentDelinquencies,-0.2333263466681072,-0.08380736677187337,0.14940393564390436,0.17653008360220274,0.17185380702563602,0.13217203533521532,0.15534473806628918,0.10223428065477431,-0.14520525586630723,-0.10061224252453889,-0.049935644976459734,-0.009077576925606274,-0.05545370798519458,0.23244725418744208,-0.36845004621056243,-0.36845004621056243,-0.16586027788277322,-0.161928791621923,0.0676006645982879,-0.1920193119120707,-0.16096339332378998,0.15634154075029585,0.1751286457892606,1.0,0.34054852175673017,0.3777769220085513,0.17964802412684747,0.11166050055947949,-0.08883117675143862,-0.04377307003421157,-0.09243285158339136,-0.00023632689578475562,-0.45876059134081615,-0.004042574388175338,-0.02426459632118378,0.04292009188212169,-0.0388352182192454,-0.01734377568100115,0.02338622534407077,0.01816614444850083,0.040969085971477796,0.014193929539409116,-0.08894997574441901,-0.06174979189888397,-0.04106635748384186,0.21289518556870227,-0.0587011585332496,0.24787300024215037,-0.2258527654375899,-0.17213944856453658,-0.1585579768729674,-0.07693221568356014,-0.07822427226876658,-0.04245369817250949,0.09618018372985063,-0.015150063936578953,0.05134452665166095,0.051505927700391814,0.020388266139860615,0.005125835322660062,0.022532024827056258,0.013337515148112353,0.015324373172304026,-0.08709147820367213
AmountDelinquent,-0.024627294084450815,-0.0164587234328554,0.06567919466222272,0.06564467376257431,0.06502080077382441,0.05436930000807075,0.05173781677771816,0.03835456414470449,-0.05107092227940126,-0.041600592215425315,0.02220237764349331,0.008184689289371792,0.038122258850723886,0.02312931837762377,-0.06584937056994665,-0.06584937056994665,-0.07259018928100776,-0.07043684892835614,0.05098352795577303,-0.060435025436793896,-0.051455276764130274,0.02396889595569401,0.03149461648744697,0.34054852175673017,1.0,0.23327026120386885,0.05569656085680747,0.04115834935112396,-0.02186930962554532,-0.02432135451989283,-0.020285733219988604,0.031958692099638364,-0.13862491971852509,-0.02439571681643288,-0.019397485782361907,0.00897740151788836,0.008662167017566724,0.0015256397172196488,0.025915922286373346,0.021850234105909135,0.033702376436944785,0.008969287961182144,0.006080494027884564,-0.015102931565358765,-0.03260061969230977,0.03070049185165866,-0.026217144379899863,0.013178529020131481,-0.02190696327033163,-0.03875560136013227,-0.02963755433582384,-0.015313638039565501,-0.018724261999005783,0.0024772941549735814,0.015995649343825247,-0.002149660323822019,0.0039620843773734765,0.0044232788209517485,-0.0008229341766646463,-0.005686638304127272,0.016132002192936427,0.007140508254257278,0.005639432997623135,-0.027038858113154887
DelinquenciesLast7Years,-0.07833619220997041,-0.04149237889471673,0.1622253910189315,0.1702787035860903,0.16799984985493288,0.1371783103017316,0.14390562661160544,0.09443582138625692,-0.14714931461610065,-0.09775473822966585,0.016949522566673328,0.012220717785047557,-0.07079839585274965,0.09896586080099992,-0.2512194266110419,-0.2512194266110419,-0.18039831793527367,-0.18143847014858017,0.14657419102149633,-0.17927687582590704,-0.19138107496346304,0.09032870321310073,0.11135222956359994,0.3777769220085513,0.23327026120386885,1.0,0.23526158599321556,0.08385022614622113,-0.1259174730018451,-0.029483501215091502,-0.1344863438322115,0.09387174718909598,-0.5164431774216957,0.024909137014227256,-0.04387670920770017,0.04120704304107543,-0.025805194027738853,-0.03426939840330219,0.011976855173236335,0.0015998228413652692,0.07363369811479026,0.03656949798862643,-0.0978485914117289,-0.06986461533297571,0.0037726289573044645,0.08997227782327451,0.0025341198490700326,0.0821034415406059,-0.07435048317927453,-0.13666672164365706,-0.12124654445939842,-0.07659685499389496,-0.0825819255831037,-0.026102528171424194,0.07944459271141249,-0.015973167320591983,0.0016156292954590424,0.0016068816527230626,0.014447767098331938,-0.004250374657389376,0.006495203818775409,-0.0018318811260778888,0.0020105838394826954,-0.10547938485796746
PublicRecordsLast10Years,-0.04546707521541739,-0.029511669768237162,0.12279280943927891,0.12831378044688005,0.12639889404675853,0.11076955301428464,0.11371874926518667,0.07474186864638596,-0.12110313613406475,-0.08537386633763881,-0.006986415806753089,0.015945064681307852,-0.08858331457622937,0.06907741796870918,-0.21472582221862596,-0.21472582221862596,-0.16642913839184345,-0.15384748958319094,0.0126693530669132,-0.1394483818365702,-0.1632840677865401,0.08095924590505264,0.10247024690986534,0.17964802412684747,0.05569656085680747,0.23526158599321556,1.0,0.31282806509023503,-0.12433807195978047,0.011345287607469662,-0.14223131404977832,-0.017136008582166143,-0.2805015327178108,0.04355553618322152,-0.03773650681011397,0.020062551128334553,-0.020904682459438564,-0.0007578230674085539,-0.002943165249563612,-0.005368973680385311,0.01507191043002706,0.013778899793868118,-0.07626947747974389,-0.02041320653509567,0.016181926053979178,0.08996747301067996,0.020576158708912974,0.05506991377712544,-0.04279733074759194,-0.10860759714420175,-0.0941007555310453,-0.06899843873601327,-0.0743513293600633,-0.023668035122303244,0.0658223773337733,-0.006759786866761091,0.01748726754252124,0.01816982871299667,0.013495260750966423,-0.002031381705126357,0.004419551109502278,-0.003912065694365945,-0.0036793430388802257,-0.0882306522480601
PublicRecordsLast12Months,-0.07315141805275066,-0.026251691206454392,0.044094991345276384,0.051168538892753246,0.04988264933239134,0.03558938164184525,0.03593823257247242,0.03610581589514196,-0.03579074108730509,-0.014884520544860634,0.0031674479879668527,-0.0039177205577401175,-0.015016121219466296,0.05387748828568337,-0.08344301856732919,-0.08344301856732919,-0.05937943342521767,-0.06254980851671982,0.005523971809769023,-0.05468754849401401,-0.03886334640525153,0.048872572205706184,0.05606019725319706,0.11166050055947949,0.04115834935112396,0.08385022614622113,0.31282806509023503,1.0,-0.01709198943657313,-0.021203559617166908,-0.0276967588114816,-0.00860418902549452,-0.11465429567163113,0.0063612459293077885,-0.008150795628079835,-0.005135337699761252,0.0004222828478448384,-0.009911612549076916,-0.006873376856913464,-0.007896348217426472,0.006702013254385934,5.347995780645625e-07,-0.019098582321830083,-0.0001059004517617189,-0.005143533325198223,0.05979472613452771,0.026935015438215616,0.07877419972021234,-0.07196697729962176,-0.04279819187667691,-0.03658621416643927,-0.0011197388717814765,-0.0057103603341994045,0.015008296755120863,0.0018716208422178671,-0.015545733493416569,0.019738417424339218,0.01917265292981819,0.010660860029112249,0.0013618348009324466,0.016082586013902538,0.008313652313518329,0.00043884889053727964,-0.010938318799678876
RevolvingCreditBalance,0.05705582161618268,0.026022497977002953,-0.058539450975788235,-0.059608230500830306,-0.05866544460934615,-0.048707001051712336,-0.06649753815594585,-0.04806599407773047,0.06206839137182998,0.0424174883338047,-0.050052745870785155,0.11832003716133753,0.22464924061260652,-0.031903850408059015,0.08884785154365221,0.08884785154365221,0.33365632530450073,0.34274200966337487,0.23753047756628032,0.3362773621601862,0.7609607726627793,-0.007397492716510076,0.006708674400759899,-0.08883117675143862,-0.02186930962554532,-0.1259174730018451,-0.12433807195978047,-0.01709198943657313,1.0,0.246379170763447,0.23978866123609735,0.2832867743779003,0.2115660127134944,-0.022725597533087494,0.038636462236793706,-0.031956168931574935,0.19489842457920714,-0.0011980809941331298,-0.0025066218220183615,0.0023914257899853106,-0.033930349285977934,-0.018486707304453797,0.14978933984768736,0.119465341039929,-0.0931910505503788,-0.023063126269264614,0.004134818198163035,-0.04167616321138808,0.05681447516187654,0.19087865765754997,0.19302114695996425,0.0799523982091791,0.0708037791815653,0.07913881223316646,-0.09327019141788005,0.00108161729922065,0.03197300136297222,0.03244516994528416,0.006409839040608418,-0.007930820179721064,-0.00513340132091547,-0.0004336717106653611,0.01288378537464568,0.07218477698268373
BankcardUtilization,0.08605283101869905,0.031535353142426274,0.2614380402519363,0.25548202913956697,0.2537549186721722,0.21974988257847972,0.23375668347818715,0.1608579469281889,-0.26521736505051136,-0.2446955704421548,-0.0875829522522585,0.08232097753169987,0.08664085102938184,0.004009995062701526,-0.4053380468400432,-0.4053380468400432,0.11726377759613803,0.12275598672688376,0.10092423384368153,0.07683612254182746,0.2979283928365806,-0.0325990943466496,0.017880412494813803,-0.04377307003421157,-0.02432135451989283,-0.029483501215091502,0.011345287607469662,-0.021203559617166908,0.246379170763447,1.0,-0.350830600055446,0.10059003506262171,0.03926058241014337,-0.050218052119245085,0.035599580480392044,0.04672484487319438,0.037117658907257024,0.0019450688237483275,0.10079812764336399,0.09776807542688473,0.03825958690818691,0.010058521509954777,-0.04411622258075929,-0.004441202513103503,-0.19370062654741618,0.014750809255586533,0.046894540430939304,-0.06349365024990895,0.08554801103660346,-0.03398438484442611,-0.015391075631788594,-0.10406686428368038,-0.12708025863992473,0.016264106358744663,0.05939390971551741,0.0006461942862464223,-0.022549783342096015,-0.021710209291377097,0.005304197429338342,0.014403720575812209,-0.016093328951499147,-0.021870570680568052,-0.004562557153831392,-0.1580532397326351
AvailableBankcardCredit,0.03669010200256972,0.015347737467368365,-0.348926134854317,-0.34386114299282217,-0.34093928179603133,-0.3242046878973261,-0.3427707434475718,-0.28414710576646124,0.37443166480837226,0.3185580380685015,-0.03151694475213188,0.05300786276754336,0.14203902205222463,-0.03403841334708411,0.45325693113429055,0.45325693113429055,0.31816512592159396,0.33172140792984234,0.1943603444397815,0.37739262220590747,0.25274169370281346,-0.0045640397892959695,-0.016922505979327866,-0.09243285158339136,-0.020285733219988604,-0.1344863438322115,-0.14223131404977832,-0.0276967588114816,0.23978866123609735,-0.350830600055446,1.0,0.2499170865814747,0.23842961159373413,0.04611468862037678,0.002058548181792662,-0.045080900918539925,0.1118688340642795,0.0092749136002821,-0.08243797312911118,-0.07586681115973054,-0.06118455198626358,-0.015387991157979246,0.158976481299212,0.10490113565407301,0.033386294039724124,-0.07462584833472616,-0.016008771433943435,-0.026704784851585128,0.0372143910380939,0.22986636296674737,0.19623769231866908,0.1278569781480578,0.1523254947054075,-0.007002592277698649,-0.10011990508447448,0.017771237889213497,-0.006028441678027046,-0.005739552809008493,-0.014357620875478032,-0.009939585998182062,0.020526496171415453,0.02788448747914538,0.004902248952670883,0.2076954150590045
